POS,0x0,2095,10701,389
POS,0x0,2100,10717,358
POS,0x0,2117,10697,342
POS,0x0,2136,10700,259
POS,0x0,2139,10713,143
POS,0x0,2138,10708,128
POS,0x0,2130,10688,61
POS,0x0,2155,10714,265
POS,0x0,2109,10740,447
POS,0x0,2107,10712,521
POS,0x0,2097,10655,469
POS,0x0,2073,10687,397
POS,0x0,2104,10693,490
POS,0x0,2118,10695,415
POS,0x0,2110,10667,432
POS,0x0,2082,10707,285
POS,0x0,2096,10696,393
POS,0x0,2088,10715,178
POS,0x0,2084,10671,517
POS,0x0,2089,10712,280
POS,0x0,2131,10690,381
POS,0x0,2120,10679,351
POS,0x0,2126,10683,292
POS,0x0,2134,10713,310
POS,0x0,2133,10700,430
POS,0x0,2125,10672,214
POS,0x0,2099,10700,281
POS,0x0,2118,10721,326
POS,0x0,2199,10711,674
POS,0x0,2133,10716,387
POS,0x0,2153,10684,451
POS,0x0,2127,10727,309
POS,0x0,2141,10717,590
POS,0x0,2167,10712,327
POS,0x0,2111,10723,604
POS,0x0,2165,10683,795
POS,0x0,2123,10713,401
POS,0x0,2177,10693,480
POS,0x0,2126,10695,333
POS,0x0,2161,10714,328
POS,0x0,2123,10680,373
POS,0x0,2142,10699,361
POS,0x0,2160,10727,358
POS,0x0,2119,10723,318
POS,0x0,2135,10712,445
POS,0x0,2148,10736,436
POS,0x0,2133,10720,472
POS,0x0,2113,10703,626
POS,0x0,2117,10692,381
POS,0x0,2125,10709,467
POS,0x0,2138,10714,412
POS,0x0,2141,10689,634
POS,0x0,2129,10683,566
POS,0x0,2128,10685,556
POS,0x0,2126,10735,531
POS,0x0,2153,10731,449
POS,0x0,2137,10716,564
POS,0x0,2130,10694,681
POS,0x0,2142,10715,553
POS,0x0,2127,10697,409
POS,0x0,2170,10702,726
POS,0x0,2128,10683,466
POS,0x0,2146,10695,491
POS,0x0,2143,10718,348
POS,0x0,2135,10715,468
POS,0x0,2128,10669,334
POS,0x0,2151,10701,303
POS,0x0,2132,10699,288
POS,0x0,2133,10691,389
POS,0x0,2119,10698,361
POS,0x0,2153,10689,435
POS,0x0,2163,10695,360
POS,0x0,2127,10691,534
POS,0x0,2178,10730,265
POS,0x0,2109,10670,132
POS,0x0,2111,10679,443
POS,0x0,2143,10718,330
POS,0x0,2119,10721,390
POS,0x0,2108,10743,478
POS,0x0,2187,10724,536
POS,0x0,2101,10714,366
POS,0x0,2118,10707,534
POS,0x0,2100,10690,507
POS,0x0,2114,10691,402
POS,0x0,2143,10689,363
POS,0x0,2126,10700,420
POS,0x0,2133,10719,525
POS,0x0,2113,10705,445
POS,0x0,2156,10714,475
POS,0x0,2126,10699,433
POS,0x0,2157,10720,550
POS,0x0,2112,10679,693
POS,0x0,2120,10745,256
POS,0x0,2192,10694,854
POS,0x0,2135,10717,413
POS,0x0,2100,10712,308
POS,0x0,2149,10757,530
POS,0x0,2151,10712,608
POS,0x0,2163,10734,461
POS,0x0,2134,10699,506
POS,0x0,2164,10715,396
POS,0x0,2146,10736,659
POS,0x0,2142,10734,475
POS,0x0,2153,10719,394
POS,0x0,2144,10683,661
POS,0x0,2177,10736,460
POS,0x0,2140,10718,609
POS,0x0,2151,10721,507
POS,0x0,2158,10722,379
POS,0x0,2153,10695,667
POS,0x0,2190,10698,838
POS,0x0,2106,10698,527
POS,0x0,2096,10704,262
POS,0x0,2162,10693,620
POS,0x0,2123,10691,505
POS,0x0,2147,10739,411
POS,0x0,2124,10717,671
POS,0x0,2115,10693,624
POS,0x0,2147,10712,601
POS,0x0,2117,10691,643
POS,0x0,2120,10685,554
POS,0x0,2141,10704,580
POS,0x0,2158,10732,478
POS,0x0,2116,10709,658
POS,0x0,2149,10704,718
POS,0x0,2235,10680,1024
POS,0x0,2144,10703,515
POS,0x0,2126,10722,456
POS,0x0,2130,10712,619
POS,0x0,2115,10714,437
POS,0x0,2137,10720,581
POS,0x0,2151,10733,543
POS,0x0,2133,10695,384
POS,0x0,2168,10712,848
POS,0x0,2139,10736,623
POS,0x0,2153,10712,740
POS,0x0,2182,10674,1055
POS,0x0,2128,10717,620
POS,0x0,2128,10714,601
POS,0x0,2178,10755,395
POS,0x0,2132,10721,520
POS,0x0,2167,10706,594
POS,0x0,2119,10739,266
POS,0x0,2132,10728,497
POS,0x0,2121,10715,422
POS,0x0,2133,10694,590
POS,0x0,2163,10703,422
POS,0x0,2144,10694,295
POS,0x0,2141,10698,377
POS,0x0,2142,10718,467
POS,0x0,2118,10707,321
POS,0x0,2119,10742,458
POS,0x0,2134,10689,575
POS,0x0,2162,10735,512
POS,0x0,2142,10679,599
POS,0x0,2141,10727,636
POS,0x0,2178,10687,635
POS,0x0,2174,10711,542
POS,0x0,2167,10672,381
POS,0x0,2194,10730,499
POS,0x0,2125,10694,350
POS,0x0,2119,10681,309
POS,0x0,2181,10691,694
POS,0x0,2113,10715,395
POS,0x0,2214,10679,750
POS,0x0,2116,10726,340
POS,0x0,2174,10734,431
POS,0x0,2189,10706,634
POS,0x0,2133,10695,527
POS,0x0,2121,10686,390
POS,0x0,2153,10699,450
POS,0x0,2153,10706,445
POS,0x0,2118,10692,336
POS,0x0,2127,10737,360
POS,0x0,2137,10683,421
POS,0x0,2171,10719,487
POS,0x0,2160,10707,618
POS,0x0,2123,10701,498
POS,0x0,2127,10662,383
POS,0x0,2111,10703,235
POS,0x0,2128,10676,303
POS,0x0,2132,10730,413
POS,0x0,2160,10725,422
POS,0x0,2108,10730,411
POS,0x0,2130,10727,463
POS,0x0,2089,10709,323
POS,0x0,2133,10672,367
POS,0x0,2124,10701,438
POS,0x0,2159,10675,370
POS,0x0,2109,10715,384
POS,0x0,2122,10722,283
POS,0x0,2178,10691,562
POS,0x0,2132,10672,312
POS,0x0,2167,10668,431
POS,0x0,2136,10720,370
POS,0x0,2118,10697,404
POS,0x0,2144,10710,317
POS,0x0,2149,10689,197
POS,0x0,2158,10698,433
POS,0x0,2114,10701,466
POS,0x0,2168,10712,500
POS,0x0,2156,10696,526
POS,0x0,2138,10694,548
POS,0x0,2125,10682,485
POS,0x0,2148,10668,465
POS,0x0,2119,10685,194
POS,0x0,2136,10706,394
POS,0x0,2119,10736,430
POS,0x0,2145,10719,371
POS,0x0,2143,10718,412
POS,0x0,2150,10715,557
POS,0x0,2148,10698,571
POS,0x0,2154,10684,434
POS,0x0,2156,10706,369
POS,0x0,2202,10729,551
POS,0x0,2174,10701,442
POS,0x0,2120,10708,297
POS,0x0,2158,10738,451
POS,0x0,2117,10716,304
POS,0x0,2141,10706,421
POS,0x0,2159,10737,378
POS,0x0,2210,10670,607
POS,0x0,2152,10721,429
POS,0x0,2186,10696,591
POS,0x0,2158,10764,414
POS,0x0,2149,10702,196
POS,0x0,2150,10682,469
POS,0x0,2180,10711,325
POS,0x0,2168,10682,639
POS,0x0,2106,10698,312
POS,0x0,2121,10672,367
POS,0x0,2139,10721,370
POS,0x0,2138,10679,358
POS,0x0,2181,10690,631
POS,0x0,2159,10700,450
POS,0x0,2140,10719,372
POS,0x0,2132,10706,351
POS,0x0,2135,10724,338
POS,0x0,2088,10659,330
POS,0x0,2136,10680,364
POS,0x0,2174,10683,569
POS,0x0,2144,10684,215
POS,0x0,2173,10707,397
POS,0x0,2170,10722,384
POS,0x0,2168,10742,371
POS,0x0,2131,10697,286
POS,0x0,2128,10664,264
POS,0x0,2140,10685,292
POS,0x0,2141,10708,394
POS,0x0,2159,10722,337
POS,0x0,2152,10694,200
POS,0x0,2124,10693,197
POS,0x0,2192,10690,515
POS,0x0,2161,10698,370
POS,0x0,2159,10732,437
POS,0x0,2145,10700,207
POS,0x0,2111,10720,323
POS,0x0,2133,10703,384
POS,0x0,2157,10724,489
POS,0x0,2163,10674,362
POS,0x0,2163,10701,409
POS,0x0,2156,10691,344
POS,0x0,2136,10708,398
POS,0x0,2173,10709,378
POS,0x0,2114,10703,416
POS,0x0,2149,10708,522
POS,0x0,2182,10720,360
POS,0x0,2143,10689,343
POS,0x0,2152,10714,231
POS,0x0,2145,10677,549
POS,0x0,2123,10714,316
POS,0x0,2108,10685,341
POS,0x0,2141,10677,347
POS,0x0,2171,10705,376
POS,0x0,2165,10690,550
POS,0x0,2136,10666,509
POS,0x0,2166,10712,357
POS,0x0,2120,10730,432
POS,0x0,2140,10702,333
POS,0x0,2167,10715,434
POS,0x0,2156,10755,387
POS,0x0,2157,10735,398
POS,0x0,2174,10763,329
POS,0x0,2150,10718,376
POS,0x0,2160,10721,424
POS,0x0,2174,10704,421
POS,0x0,2125,10687,446
POS,0x0,2125,10697,259
POS,0x0,2173,10743,315
POS,0x0,2142,10701,377
POS,0x0,2146,10677,690
POS,0x0,2130,10704,228
POS,0x0,2175,10717,454
POS,0x0,2104,10693,561
POS,0x0,2159,10732,567
POS,0x0,2105,10708,384
POS,0x0,2175,10703,268
POS,0x0,2130,10710,400
POS,0x0,2124,10705,333
POS,0x0,2160,10704,402
POS,0x0,2133,10704,327
POS,0x0,2128,10669,391
POS,0x0,2131,10692,402
POS,0x0,2144,10696,429
POS,0x0,2141,10671,259
POS,0x0,2136,10692,332
POS,0x0,2223,10696,719
POS,0x0,2146,10697,438
POS,0x0,2145,10691,538
POS,0x0,2152,10739,408
POS,0x0,2126,10718,334
POS,0x0,2135,10700,513
POS,0x0,2160,10739,459
POS,0x0,2333,10422,-1322
POS,0x0,2132,10676,442
POS,0x0,2143,10731,439
POS,0x0,2153,10719,399
POS,0x0,2151,10667,413
POS,0x0,2124,10695,278
POS,0x0,2146,10746,425
POS,0x0,2127,10714,519
POS,0x0,2139,10676,434
POS,0x0,2122,10726,251
POS,0x0,2148,10727,690
POS,0x0,2192,10745,440
POS,0x0,2121,10703,621
POS,0x0,2151,10694,443
POS,0x0,2135,10707,355
POS,0x0,2136,10727,564
POS,0x0,2145,10720,453
POS,0x0,2150,10702,496
POS,0x0,2132,10666,370
POS,0x0,2166,10706,653
POS,0x0,2162,10717,373
POS,0x0,2152,10697,478
POS,0x0,2159,10710,348
POS,0x0,2128,10698,239
POS,0x0,2113,10718,444
POS,0x0,2158,10731,449
POS,0x0,2126,10722,322
POS,0x0,2149,10713,304
POS,0x0,2175,10730,512
POS,0x0,2119,10710,306
POS,0x0,2136,10677,217
POS,0x0,2138,10693,537
POS,0x0,2126,10662,469
POS,0x0,2105,10695,385
POS,0x0,2101,10712,434
POS,0x0,2138,10712,336
POS,0x0,2136,10683,405
POS,0x0,2105,10659,403
POS,0x0,2121,10690,270
POS,0x0,2106,10710,333
POS,0x0,2158,10719,470
POS,0x0,2164,10671,505
POS,0x0,2179,10836,266
POS,0x0,2170,10678,278
POS,0x0,2125,10663,416
POS,0x0,2163,10702,389
POS,0x0,2159,10725,473
POS,0x0,2157,10690,692
POS,0x0,2153,10713,832
POS,0x0,2143,10721,543
POS,0x0,2130,10658,598
POS,0x0,2133,10702,621
POS,0x0,2104,10715,494
POS,0x0,2122,10727,446
POS,0x0,2106,10690,590
POS,0x0,2170,10728,558
POS,0x0,2172,10708,790
POS,0x0,2076,10713,449
POS,0x0,2194,10677,918
POS,0x0,2162,10750,565
POS,0x0,2144,10720,529
POS,0x0,2163,10688,591
POS,0x0,2114,10697,472
POS,0x0,2158,10686,713
POS,0x0,2185,10710,783
POS,0x0,2138,10662,706
POS,0x0,2111,10700,600
POS,0x0,2142,10721,443
POS,0x0,2142,10721,472
POS,0x0,2161,10708,395
POS,0x0,2131,10727,426
POS,0x0,2110,10735,349
POS,0x0,2126,10686,436
POS,0x0,2143,10699,490
POS,0x0,2131,10709,288
POS,0x0,2108,10682,335
POS,0x0,2116,10707,616
POS,0x0,2148,10713,599
POS,0x0,2163,10708,862
POS,0x0,2123,10689,417
POS,0x0,2134,10743,474
POS,0x0,2145,10712,446
POS,0x0,2126,10711,486
POS,0x0,2150,10696,471
POS,0x0,2111,10696,384
POS,0x0,2143,10714,402
POS,0x0,2145,10696,446
POS,0x0,2160,10710,387
POS,0x0,2144,10733,528
POS,0x0,2160,10673,758
POS,0x0,2147,10710,550
POS,0x0,2134,10681,409
POS,0x0,2139,10697,377
POS,0x0,2156,10708,397
POS,0x0,2123,10708,506
POS,0x0,2131,10720,364
POS,0x0,2129,10697,306
POS,0x0,2154,10716,460
POS,0x0,2155,10728,328
POS,0x0,2159,10692,507
POS,0x0,2128,10749,526
POS,0x0,2134,10698,444
POS,0x0,2072,10676,566
POS,0x0,2086,10723,390
POS,0x0,2166,10688,644
POS,0x0,2112,10701,462
POS,0x0,2115,10693,546
POS,0x0,2085,10725,381
POS,0x0,2106,10725,593
POS,0x0,2183,10710,641
POS,0x0,2154,10703,572
POS,0x0,2083,10743,296
POS,0x0,2115,10684,601
POS,0x0,2083,10699,485
POS,0x0,2118,10692,723
POS,0x0,2100,10686,525
POS,0x0,2136,10707,507
POS,0x0,2103,10658,520
POS,0x0,2180,10667,585
POS,0x0,2101,10685,478
POS,0x0,2091,10700,567
POS,0x0,2136,10703,447
POS,0x0,2122,10683,428
POS,0x0,2118,10698,344
POS,0x0,2149,10708,421
POS,0x0,2082,10706,489
POS,0x0,2102,10680,367
POS,0x0,2119,10690,461
POS,0x0,2114,10693,454
POS,0x0,2095,10669,370
POS,0x0,2117,10681,266
POS,0x0,2160,10698,332
POS,0x0,2128,10689,298
POS,0x0,2099,10686,585
POS,0x0,2141,10734,320
POS,0x0,2109,10739,443
POS,0x0,2105,10692,433
POS,0x0,2117,10726,519
POS,0x0,2116,10700,420
POS,0x0,2084,10680,525
POS,0x0,2099,10687,402
POS,0x0,2201,10636,1438
POS,0x0,2135,10716,538
POS,0x0,2167,10701,875
POS,0x0,2134,10706,443
POS,0x0,2100,10706,532
POS,0x0,2137,10680,755
POS,0x0,2149,10676,615
POS,0x0,2113,10709,720
POS,0x0,2108,10705,404
POS,0x0,2123,10714,517
POS,0x0,2107,10720,486
POS,0x0,2107,10690,460
POS,0x0,2114,10729,426
POS,0x0,2118,10705,427
POS,0x0,2104,10705,691
POS,0x0,2126,10701,345
POS,0x0,2133,10713,391
POS,0x0,2140,10685,641
POS,0x0,2123,10684,505
POS,0x0,2138,10706,504
POS,0x0,2125,10732,296
POS,0x0,2099,10687,482
POS,0x0,2122,10708,478
POS,0x0,2106,10719,317
POS,0x0,2129,10700,553
POS,0x0,2091,10716,499
POS,0x0,2115,10723,539
POS,0x0,2102,10707,529
POS,0x0,2105,10714,438
POS,0x0,2096,10721,541
POS,0x0,2151,10706,665
POS,0x0,2105,10694,499
POS,0x0,2120,10705,707
POS,0x0,2124,10735,584
POS,0x0,2111,10715,462
POS,0x0,2149,10725,584
POS,0x0,2077,10678,678
POS,0x0,2095,10691,488
POS,0x0,2076,10689,443
POS,0x0,2114,10723,387
POS,0x0,2127,10695,394
POS,0x0,2102,10715,594
POS,0x0,2078,10728,454
POS,0x0,2125,10696,432
POS,0x0,2112,10717,497
POS,0x0,2167,10684,739
POS,0x0,2101,10695,468
POS,0x0,2118,10706,517
POS,0x0,2082,10687,182
POS,0x0,2116,10716,486
POS,0x0,2128,10732,425
POS,0x0,2140,10718,463
POS,0x0,2137,10724,348
POS,0x0,2088,10679,350
POS,0x0,2267,10665,1524
POS,0x0,2115,10700,486
POS,0x0,2184,10704,770
POS,0x0,2101,10682,453
POS,0x0,2117,10728,501
POS,0x0,2125,10694,295
POS,0x0,2147,10702,467
POS,0x0,2146,10711,394
POS,0x0,2144,10719,357
POS,0x0,2133,10760,386
POS,0x0,2107,10677,335
POS,0x0,2130,10705,386
POS,0x0,2098,10687,359
POS,0x0,2162,10698,525
POS,0x0,2118,10699,188
POS,0x0,2135,10712,391
POS,0x0,2134,10708,489
POS,0x0,2185,10725,547
POS,0x0,2149,10722,367
POS,0x0,2123,10703,338
POS,0x0,2160,10731,344
POS,0x0,2140,10722,478
POS,0x0,2145,10739,346
POS,0x0,2134,10693,356
POS,0x0,2136,10719,526
POS,0x0,2133,10712,565
POS,0x0,2168,10741,365
POS,0x0,2136,10703,447
POS,0x0,2218,10688,807
POS,0x0,2118,10682,524
POS,0x0,2140,10731,534
POS,0x0,2140,10745,619
POS,0x0,2095,10746,456
POS,0x0,2125,10699,484
POS,0x0,2200,10691,835
POS,0x0,2134,10696,571
POS,0x0,2097,10713,596
POS,0x0,2090,10721,473
POS,0x0,2104,10700,491
POS,0x0,2120,10731,572
POS,0x0,2131,10695,575
POS,0x0,2129,10703,470
POS,0x0,2137,10693,278
POS,0x0,2123,10692,118
POS,0x0,2107,10723,534
POS,0x0,2114,10673,379
POS,0x0,2150,10682,453
POS,0x0,2097,10730,370
POS,0x0,2152,10731,470
POS,0x0,2172,10735,620
POS,0x0,2127,10702,560
POS,0x0,2127,10704,450
POS,0x0,2119,10707,526
POS,0x0,2143,10709,423
POS,0x0,2109,10696,372
POS,0x0,2136,10700,655
POS,0x0,2189,10669,941
POS,0x0,2162,10689,787
POS,0x0,2134,10735,394
POS,0x0,2105,10706,398
POS,0x0,2102,10699,319
POS,0x0,2109,10672,492
POS,0x0,2120,10738,397
POS,0x0,2105,10681,397
POS,0x0,2104,10651,243
POS,0x0,2117,10698,460
POS,0x0,2109,10698,529
POS,0x0,2114,10711,321
POS,0x0,2146,10685,529
POS,0x0,2146,10710,368
POS,0x0,2175,10694,641
POS,0x0,2126,10701,627
POS,0x0,2132,10713,445
POS,0x0,2094,10665,469
POS,0x0,2083,10696,372
POS,0x0,2128,10710,483
POS,0x0,2151,10701,675
POS,0x0,2127,10709,552
POS,0x0,2130,10722,386
POS,0x0,2189,10677,691
POS,0x0,2133,10690,372
POS,0x0,2135,10697,488
POS,0x0,2166,10689,651
POS,0x0,2092,10714,344
POS,0x0,2116,10677,500
POS,0x0,2147,10702,526
POS,0x0,2145,10717,592
POS,0x0,2115,10669,833
POS,0x0,2093,10692,535
POS,0x0,2160,10725,742
POS,0x0,2114,10716,952
