POS,0x0,964,1143,1283
POS,0x0,982,1145,1053
POS,0x0,1008,1145,1218
POS,0x0,1001,1149,970
POS,0x0,965,1169,1044
POS,0x0,1008,1142,1035
POS,0x0,1022,1136,1079
POS,0x0,1021,1182,1068
POS,0x0,992,1148,976
POS,0x0,1009,1162,1032
POS,0x0,984,1159,1141
POS,0x0,967,1169,1228
POS,0x0,996,1145,1163
POS,0x0,991,1145,1192
POS,0x0,1013,1146,1174
POS,0x0,1014,1128,1153
POS,0x0,1014,1157,1155
POS,0x0,1033,1143,1288
POS,0x0,1040,1135,1148
POS,0x0,971,1152,1147
POS,0x0,1004,1137,1258
POS,0x0,983,1152,1090
POS,0x0,997,1171,1123
POS,0x0,997,1153,1089
POS,0x0,992,1155,1030
POS,0x0,1033,1112,1090
POS,0x0,964,1162,1066
POS,0x0,1011,1154,1168
POS,0x0,1011,1146,1146
POS,0x0,971,1177,1254
POS,0x0,998,1151,929
POS,0x0,1000,1158,994
POS,0x0,1012,1131,1049
POS,0x0,968,1191,1034
POS,0x0,968,1148,1095
POS,0x0,938,1164,1061
POS,0x0,986,1168,1058
POS,0x0,982,1171,1086
POS,0x0,972,1155,1019
POS,0x0,1008,1141,1182
POS,0x0,972,1135,915
POS,0x0,1004,1176,1057
POS,0x0,974,1155,1159
POS,0x0,1015,1161,1190
POS,0x0,988,1175,1208
POS,0x0,985,1162,1066
POS,0x0,1009,1142,1206
POS,0x0,986,1116,1157
POS,0x0,1007,1150,1167
POS,0x0,970,1169,1156
POS,0x0,1012,1131,1341
POS,0x0,1000,1122,1152
POS,0x0,1017,1144,1253
POS,0x0,1005,1150,1106
POS,0x0,1006,1119,1180
POS,0x0,990,1109,1047
POS,0x0,1027,1093,1216
POS,0x0,1006,1130,1206
POS,0x0,1003,1137,1058
POS,0x0,996,1160,1226
POS,0x0,982,1149,1083
POS,0x0,985,1131,1154
POS,0x0,1020,1112,1166
POS,0x0,999,1099,1065
POS,0x0,998,1126,1164
POS,0x0,1006,1147,1113
POS,0x0,987,1144,1156
POS,0x0,1009,1131,1198
POS,0x0,996,1176,1187
POS,0x0,1004,1132,1146
POS,0x0,979,1152,1169
POS,0x0,1007,1123,1209
POS,0x0,1014,1139,1079
POS,0x0,1007,1114,1195
POS,0x0,1000,1118,1402
POS,0x0,1014,1164,1150
POS,0x0,1005,1122,991
POS,0x0,1031,1144,1168
POS,0x0,983,1178,1163
POS,0x0,984,1152,1260
POS,0x0,995,1158,1272
POS,0x0,991,1138,1233
POS,0x0,1002,1136,1164
POS,0x0,986,1181,1085
POS,0x0,958,1163,1030
POS,0x0,1037,1142,1198
POS,0x0,1001,1162,1188
POS,0x0,1018,1150,1242
POS,0x0,995,1183,919
POS,0x0,986,1163,1191
POS,0x0,976,1157,1256
POS,0x0,994,1184,1260
POS,0x0,976,1151,1347
POS,0x0,1033,1158,1147
POS,0x0,993,1178,1160
POS,0x0,991,1151,1206
POS,0x0,966,1158,1178
POS,0x0,977,1142,1266
POS,0x0,997,1167,955
POS,0x0,987,1140,1250
